id_track,duration_sec,end_of_fade_in,start_of_fade_out,loudness,tempo,tempo_confidence,time_signature,time_signature_confidence,key,key_confidence,mode,mode_confidence,bars,beats,sections,segments,tatums
0cN8oalC8EYaoW5vIPQ0DK,176.30667,4.8878,170.07455,-4.481,77.51,0.275,4,0.872,11,0.412,1,0.507,55,221,7,569,442
3Qdcfaf63XSXhXQAct3t3v,204.18668,0.20327,192.78947,-4.115,154.98,0.9,4,1.0,9,0.724,1,0.57,130,524,9,685,1048
6o8DJfcrzFXqAmyDNQr8Fk,213.02667,0.47846,206.53569,-5.014,187.928,0.024,4,0.995,8,0.561,1,0.636,162,649,9,763,1298
2WVQXKecFNKwjfJab3M2xc,218.8,0.1912,218.8,-4.448,166.078,0.475,4,1.0,4,0.622,1,0.507,151,604,6,727,1208
2sbYehEGbfZZyJcE8xlrYz,206.53333,0.18562,202.09488,-3.36,160.103,0.383,4,0.791,0,0.329,1,0.377,135,541,9,698,1082
2XZP7EIjlD75VwYcHNePYj,241.03316,0.09429,227.2711,-4.81,144.125,0.227,4,0.714,10,0.569,0,0.603,162,643,8,909,1286
5FtKix007hseKxb8U5uNa2,356.28,0.19161,352.6995,-3.509,119.005,0.671,4,0.88,7,0.651,1,0.499,175,699,17,1144,1398
5fwwWmgreaDgfmLxqOdF8f,229.17397,0.09297,224.12482,-3.987,139.769,0.174,4,0.829,10,0.66,0,0.669,132,525,11,807,1050
0ZxZsjMMyLgjRV1XLWlIaS,274.13333,0.0,263.59293,-5.434,105.032,0.612,4,0.985,8,0.461,1,0.473,117,468,10,720,936
1liJO1TUfFgfLGFJ8YMiCj,155.30667,0.46481,151.21996,-2.657,90.538,0.099,4,0.601,1,0.263,0,0.408,60,231,6,519,462
6JjO9Q4VXnQ1RPDaWr6iZG,167.8,2.18268,159.92163,-5.208,94.88,0.246,4,1.0,8,0.56,1,0.549,63,255,6,498,510
1gg2pjLIkcxSnNfGORJ0u5,306.46667,0.17388,300.90158,-3.882,133.708,0.77,4,0.617,11,0.8,0,0.773,168,672,9,855,1344
4GLPb0x67OClHoPPu3Jm0z,379.52,3.39592,369.65005,-6.145,101.029,0.325,4,0.919,8,0.193,1,0.399,155,622,11,983,1244
50mHTNxev0bSYQhuAASe17,297.42667,0.1102,297.42667,-4.086,200.005,0.179,4,0.975,7,1.0,1,0.575,247,988,13,1028,1976
5Y6gse6fdyxs0lFFqyHYgz,235.62666,0.17329,232.21117,-3.524,101.671,0.478,3,0.944,4,0.796,0,0.625,131,391,9,776,782
6ecOkIL8Al6dOlBrqL81Tn,165.85333,4.5337,162.28426,-5.442,157.994,0.533,4,1.0,0,0.508,0,0.574,107,430,6,529,860
2Rdjr9U6ebeAyjQHuZZx1k,227.62666,0.11206,212.8399,-4.245,143.962,0.172,4,0.748,1,0.54,1,0.484,138,549,12,694,1098
1ntjI7YpXzUMVJodJXuQ4Y,254.62666,0.0,247.29253,-11.72,99.981,0.1,4,1.0,11,0.482,0,0.561,107,424,10,1195,848
6cu6qCXiE8wVYbxRTfJybm,250.49333,0.24943,238.88109,-12.914,123.981,0.605,4,0.925,2,0.095,1,0.259,126,505,13,1250,1010
5petooEtxacgT9mwJnozoB,350.3226,0.21302,347.88135,-13.271,123.997,0.872,4,0.997,11,0.23,1,0.507,181,720,11,1469,1440
4PqrSbT1uzjyD5uLtFSOm2,397.86667,0.06948,385.24808,-12.267,124.013,0.579,4,0.818,0,0.592,1,0.525,203,813,15,2002,1626
4h8db5gKkERqYheXHYjpU4,427.68,0.0,400.70096,-13.425,125.026,0.848,4,0.915,5,1.0,0,0.763,220,881,17,1772,1762
6doGRFuSJSkm3dj2EnI2nC,454.266,0.0,452.1738,-7.402,107.019,0.043,4,0.999,3,0.0,1,0.432,203,811,13,1937,1622
3naLyzCaXQf4h8YtnVZSHj,444.05334,0.0,432.81415,-11.542,126.009,0.966,4,0.999,10,0.614,0,0.593,233,927,17,2527,1854
4dWWLJFlupCw23cZCvNFi6,461.5,0.49646,456.7423,-11.066,126.0,0.903,4,1.0,10,0.832,0,0.695,242,967,18,2961,1934
5EAIseVtc4gdmlIPPQd0N8,478.1827,0.0,468.004,-11.413,127.001,0.841,4,0.998,7,0.201,1,0.26,252,1004,16,2706,2008
2A32oYNrkxWJtC6zo9BcS0,411.504,0.0,381.24844,-7.963,126.016,0.964,4,0.956,7,0.003,1,0.304,218,864,13,2125,1728
5Hcakl4A9VDmBmd6Jl7ZQJ,170.37334,0.0,170.37334,-13.174,124.002,0.912,4,1.0,7,0.384,1,0.648,87,352,7,952,704
1Pxk8LvCWjFaGtkW1myKxT,461.32,4.13896,449.82278,-13.067,126.004,0.913,4,0.849,10,0.298,0,0.34,241,962,19,2470,1924
4JPVRUJhArLkDaO15K0id0,499.74667,0.12785,495.45578,-12.824,124.007,0.011,4,0.994,1,0.0,1,0.137,257,1019,15,2360,2038
4gYkLvygcXi9urGCewDI5s,499.61273,0.38218,495.3455,-10.344,120.002,0.684,4,0.972,2,0.325,1,0.209,249,995,11,2905,1990
2Ve7YukqKJXy3UHDeds7NO,258.06668,0.11596,238.0858,-10.077,99.996,0.703,4,0.981,10,0.061,1,0.433,106,426,11,1280,852
7ucVSDLodV4ijzPoBvtUOj,308.73334,0.24966,301.29633,-12.496,121.011,0.813,4,1.0,1,0.014,1,0.287,154,613,10,1353,1226
68vNMg48M2d0e53hkoiyLL,231.2711,0.23215,222.00018,-11.072,120.008,0.761,4,1.0,5,0.498,0,0.445,111,450,10,999,900
72SxqUhfY0eZwuhPL3SPob,359.94666,0.0,354.70804,-16.743,122.983,0.8,4,0.982,7,0.0,1,0.353,184,730,11,1772,1460
2XMPzWA3Skyg0BUkeEHpKH,204.0,0.0,193.14938,-8.399,111.992,0.827,4,0.364,11,0.693,1,0.365,94,377,7,1202,754
542WkWMYt1MSFc6ehH7dbe,413.41333,0.10454,410.68552,-9.044,126.008,0.866,4,1.0,8,0.019,1,0.333,217,864,11,1866,1728
6KrPZsbwju2xfggwVPUDco,376.30194,4.33633,371.39737,-14.933,124.014,0.608,4,0.978,6,0.435,1,0.364,196,777,11,2212,1554
3c0HGyyrk0RGwhJHtXePHA,431.375,0.0883,427.6477,-13.467,124.999,0.884,4,1.0,2,0.151,0,0.301,223,896,14,1902,1792
7e9P2X9BRRWeK2aRiFF2mg,333.24,0.0,327.30847,-9.616,125.01,0.745,4,1.0,7,0.303,1,0.424,174,694,14,1782,1388
5DAnjF4LlRs6Mq9rd7qHUB,61.65415,0.0,61.65415,-10.235,125.048,1.0,4,1.0,11,0.003,1,0.289,32,129,2,405,257
3M6HXqHYYEfTv7h7JBdrsP,324.0,0.0,316.6215,-8.586,132.593,0.878,4,1.0,6,0.124,0,0.197,176,704,13,1535,1408
19QCZq0uw09u5BJiSCfYTj,304.38666,0.0,301.70847,-4.659,106.319,0.983,4,1.0,9,0.62,0,0.592,134,536,10,1787,1072
4amhdO7H64jCEi19ZPiY3n,232.85333,0.0,223.47466,-10.445,124.995,0.849,4,1.0,8,0.502,1,0.566,121,484,10,1190,968
6Ps5WnFL0HA9SFIkNDiiPN,367.5,0.12204,364.443,-10.167,127.988,0.959,4,1.0,1,0.1,0,0.13,196,782,15,2262,1564
35DozIl6FlzcqcEAV5vn7b,362.8625,0.25551,357.715,-10.53,124.017,0.779,4,0.995,0,0.0,1,0.336,186,745,20,1103,1490
5AESNoLqNaZ4hPIGQFmKIY,205.65334,0.12776,192.57469,-10.359,104.999,0.74,4,0.994,5,0.552,0,0.544,89,359,8,771,718
7tCAnzCD5xBN1uJDcBqhJY,386.02667,0.0,373.23755,-11.103,126.003,0.961,4,1.0,9,0.007,1,0.09,200,804,16,2060,1608
1Rcrf9hvWWL7VXkTpfsOzH,326.4,0.0,321.81116,-9.645,124.995,0.813,4,1.0,10,0.021,1,0.268,166,673,9,1311,1346
3CwVdmhbmixMavrfgtCB5m,498.18182,0.0,490.7189,-9.038,120.017,0.763,4,1.0,7,0.483,1,0.563,246,991,14,2127,1982
2l5v0vQvFHOql2dTQ9fcLG,471.34668,0.19338,454.57706,-15.341,124.015,0.862,4,1.0,0,0.396,1,0.483,242,969,21,2480,1938
1c1tG3cX1pbksciNHJrsoI,560.6,0.0,553.2212,-6.28,112.006,0.903,4,1.0,1,0.677,1,0.593,261,1041,20,2430,2082
21U7dxtN7F14L2pMpFTzWT,415.02667,0.15646,398.58795,-6.254,124.969,0.964,4,1.0,9,0.631,0,0.493,218,861,14,2166,1722
17aqeML5qbefulUjz4JCjN,243.46667,0.0,235.38068,-9.905,120.039,0.801,4,1.0,11,0.62,0,0.42,120,486,4,1267,972
2ZWEJmCklMmKdytwexl2Ew,444.6317,0.0,441.67255,-8.215,138.312,0.859,4,1.0,1,0.846,1,0.561,253,1019,14,2355,2038
1QortQiLiFwl1F6uQboK9M,442.38412,0.0,442.38412,-8.632,125.973,0.318,4,1.0,1,0.737,1,0.531,234,927,13,2386,1854
6RRvf988wJG1NRtUefuPqo,439.00082,1.10304,428.2108,-8.375,127.981,0.896,3,0.902,7,1.0,1,0.785,306,915,11,2220,1830
7Dq7nZVjT5obQKTG7CmaNf,206.62666,0.0,206.62666,-12.27,96.006,0.25,4,0.88,2,0.042,1,0.359,83,330,10,697,660
2VJOJBlHlSzdsf1uBpReKe,268.64,0.2322,261.47992,-12.139,122.299,0.481,3,0.835,4,0.683,1,0.683,179,541,14,832,1082
7wqojWtf69NNjw3P5wMst6,252.6,0.35374,245.76,-9.464,110.297,0.647,4,1.0,2,0.664,1,0.67,113,456,13,853,912
1de5qtvROLxLtMAQrmZjev,190.96,0.25846,183.18803,-10.062,80.074,0.082,4,0.88,9,0.559,1,0.628,61,248,10,590,496
71XCbsRFzxHTBEbhY9eIyj,224.58667,0.51932,216.11974,-9.221,116.009,0.978,4,1.0,10,0.404,1,0.458,105,426,11,842,852
1ddeP7G76wscmc0RH5sjVA,300.33334,0.0,276.65994,-5.707,92.027,0.56,4,0.604,7,0.739,1,0.672,114,452,10,1262,904
4IiviKTCCIJSYsWzxCpqsD,221.25333,0.21932,210.88943,-8.357,113.984,0.603,4,0.955,2,0.41,0,0.202,101,406,10,690,812
1yctSMp7P3SkSCHsnkUI7b,135.13333,0.30766,120.41868,-14.4,122.135,0.342,3,0.961,0,0.52,1,0.545,85,258,6,439,516
0aFkdZNVasfhSgGuu4Mlxq,297.18625,0.2376,289.21033,-12.777,85.737,0.079,4,1.0,11,0.758,0,0.871,104,414,12,1121,828
3FBLqXJ0Fvj4SrM8U9GuWH,257.10626,0.24376,252.22095,-13.539,104.931,0.82,4,0.829,1,0.139,1,0.288,111,446,13,1041,892
0o7fuLnsvwiaWhDWjHvJor,217.34666,0.0,217.34666,-8.902,102.221,0.481,4,0.909,7,0.733,1,0.81,93,374,10,699,748
5qXf6pUwHgeRqO3lIpvJwG,206.92,0.37646,201.14867,-7.377,164.111,0.154,4,1.0,0,0.491,1,0.405,139,560,9,961,1120
3DHsEJGvXCCLVWxMezK3wB,198.70667,0.0,193.21906,-7.68,137.925,0.29,4,0.535,9,0.642,1,0.596,114,458,7,647,916
04pz2rPxaiY40G03Ww6xe7,292.82666,0.0,292.82666,-10.18,123.11,0.284,4,0.713,4,0.194,0,0.218,148,599,15,932,1198
0iXhCZvvISonOoCh064MnW,292.199,0.0,286.66776,-5.795,99.999,0.443,4,1.0,0,0.0,1,0.176,119,481,11,1263,962
5cYlSi1HyeyMP1jySmBi2q,188.70625,0.27873,183.46667,-11.114,124.185,0.627,4,1.0,2,0.543,1,0.541,97,389,7,699,778
1alve1yEhcmMBjtsCc5CP7,169.92363,0.22068,163.88644,-7.24,104.996,0.804,4,1.0,0,0.597,1,0.679,71,290,6,596,580
3yhoByY1s5jtNFthSTJ1o9,267.82666,0.43542,255.97678,-9.115,158.204,0.2,3,0.758,9,0.399,1,0.483,230,693,11,783,1386
4Na29jNbXTL6MOnUkbxnbg,258.99536,0.25937,249.82349,-7.613,113.003,0.941,4,0.987,0,0.912,1,0.651,121,485,15,903,970
1ePuI28sGPx7ROzKZBRbqS,241.09332,0.38839,226.95184,-12.613,153.026,0.626,4,1.0,8,0.176,1,0.419,152,610,10,1084,1220
5LqMl8aFcuVoKX3ERagNjX,255.86626,0.30186,247.46667,-11.485,90.065,0.142,4,1.0,10,0.078,1,0.288,93,375,10,1061,750
02pDhgmeZ5b0TvM4qMlGPo,302.01294,0.0,290.30167,-14.601,171.811,0.111,4,0.996,11,0.847,0,0.771,211,842,15,1125,1684
2mUSQddYnOJQ4X17fKMT2h,249.26666,0.27524,239.479,-9.103,126.424,0.877,4,1.0,11,0.884,1,0.639,127,510,12,920,1020
7nJhrwJCCWXvgqmNkB1ztp,338.6,2.2059,325.57278,-10.538,82.912,0.384,4,1.0,4,0.349,0,0.622,118,460,14,1342,920
389l04Z0DCri5X4jh6C7Oa,177.66667,0.38159,166.13297,-8.764,167.356,0.412,4,0.654,8,0.613,1,0.513,121,485,6,607,970
6BHXoRwNkMvZKk27V4cldT,291.34668,0.0,291.34668,-5.478,98.01,0.192,4,0.959,2,0.0,1,0.253,120,476,7,1167,952
4rq3CoA3hrw3LjgtItwSu5,249.61333,0.44621,243.57732,-12.045,75.117,0.084,4,0.903,7,0.527,1,0.607,75,303,12,907,606
02UfBmMerddIN9u4AF7srK,100.85333,0.0,100.85333,-12.007,75.318,0.0,3,0.584,9,0.363,1,0.421,41,128,6,322,255
4dpVRCsNB2fKhK764GsFZY,232.22667,0.20327,222.04082,-6.715,104.021,0.745,4,1.0,11,0.817,1,0.749,98,395,11,897,790
4Ls8GUAMWMadyU2bWCyocz,443.04,0.0,443.04,-6.157,113.115,0.633,4,0.834,9,0.0,1,0.058,208,832,14,1706,1664
1MkBh3awZuoZArtCmSmKR0,250.52,0.0,245.68454,-9.163,141.947,0.358,4,1.0,0,0.629,1,0.562,148,591,10,895,1182
4cK3erswvBVXsD0P5GTxfQ,198.26627,0.0,194.25813,-13.1,137.959,0.684,4,1.0,11,0.432,0,0.408,112,448,12,793,896
5d2VMslUNE6t3PzvWcSCt7,215.04,0.0,201.39247,-5.983,136.053,0.113,4,0.996,7,0.795,1,0.832,119,479,9,689,958
5nexzDMoQlLYo9Asf8dWNE,282.76,0.35401,272.3759,-12.379,128.918,0.301,3,1.0,9,0.181,1,0.009,168,509,11,1047,1018
2Hh6q4RUkddqIvhq9WSzKz,337.50668,0.0,337.50665,-3.791,83.692,0.143,4,0.607,4,0.563,1,0.571,118,471,7,997,942
5RKHT0lTqrfJqR8nidSvbn,206.53333,0.39007,190.10178,-15.017,150.853,0.084,4,0.785,9,0.393,1,0.387,129,507,11,651,1014
1kE43XSHxiDcnYQ6AUUQc4,232.85294,0.31442,228.84425,-8.45,140.094,0.589,4,0.957,10,0.351,0,0.564,133,536,9,807,1072
65GmViOSKcP7jK0wNqRs8r,241.05333,0.34862,230.4174,-5.935,105.728,0.854,4,1.0,2,0.301,0,0.392,106,416,13,1047,832
4YcjHdPEEIS9tI98wCGd72,251.14667,0.12626,240.61678,-4.696,92.983,0.487,4,1.0,7,0.51,1,0.682,96,387,12,940,774
4iWShaX3D12uBaT7LIAMud,264.24,0.22018,246.36372,-18.714,128.764,0.737,4,1.0,9,0.582,1,0.523,136,548,11,946,1096
0IOtjMWjR65oB7QopGz2pt,231.30667,0.23583,222.26141,-3.335,175.899,0.035,4,0.87,3,0.213,1,0.447,166,659,10,760,1318
5oybimaSGL9SQIoOnr7BJd,228.04,0.0,228.04,-4.406,97.583,0.293,4,1.0,7,0.325,1,0.657,92,365,10,802,730
1YXIwJMwyNzpfeDjbNpuXv,206.82668,0.0,206.82666,-4.964,170.209,0.377,4,1.0,0,0.45,1,0.523,148,587,10,871,1174
6AhoZT2WYIi4YeDuKxqDTv,193.02667,0.36567,193.02667,-14.755,102.125,0.096,4,0.931,9,1.0,0,1.0,79,317,9,643,634
6rd5305gvLPApwCZIx2gP9,234.66667,0.0,234.66667,-3.753,160.908,0.265,4,1.0,11,0.971,1,0.74,156,628,10,846,1256
4Wysv8kXmbnsJ3i3BOmY7M,286.06668,0.38621,278.6859,-14.116,79.136,0.242,4,1.0,6,0.196,0,0.273,91,369,12,1324,738
14vSfAdZYr3ZLi96BKJY1e,253.64,0.0,253.64,-4.774,140.113,0.408,4,0.949,10,0.537,0,0.594,148,592,14,819,1184
5OCjo8Jflrl4RRN5oL6fWf,122.57333,0.0,110.318,-20.642,175.306,0.088,4,1.0,0,0.743,0,0.804,82,329,7,430,658
0j8UjTsKy3SzlN4p9p3AU5,137.30667,0.08481,124.86531,-25.278,115.549,0.154,3,0.695,0,0.786,0,0.743,81,243,7,391,486
0JwhT2vTrFK4eFlX5ecTdf,221.94667,0.11215,212.74123,-7.344,82.253,0.011,3,0.852,2,0.659,1,0.714,140,421,13,664,842
6q7i2WAK2HAIGpPEBzFFxi,182.14667,0.2332,168.45497,-18.17,115.944,0.208,4,0.951,7,0.868,1,0.929,85,344,8,413,688
4tTdlveAV6wm2fKZd4sp35,169.61333,4.0693,169.61333,-13.268,101.978,0.188,4,0.68,0,1.0,1,0.905,71,287,11,394,573
4rM4QagsFbs0e1Vihz8xgK,182.64816,0.70862,166.84698,-16.917,106.711,0.148,4,1.0,4,0.846,0,0.754,86,345,8,472,690
3gOLX49PlxV3rZ8hqI1nmt,188.52281,2.29878,178.23637,-15.103,154.919,0.08,3,0.694,7,0.603,1,0.71,153,462,11,485,924
1IYRd1v8eU0eKr5qC7aKaD,198.01978,0.56526,180.47128,-16.144,146.702,0.457,3,0.907,9,0.478,0,0.871,154,461,9,597,922
6jaByKelJGwGfgegoMgiMh,246.3405,1.57805,234.03392,-18.726,75.309,0.154,4,0.76,10,0.614,1,0.751,73,294,12,469,588
0QML6sgSP8kvRcFJxPEZmd,196.84,3.4888,189.53288,-23.254,123.83,0.197,4,1.0,5,0.656,1,0.736,98,392,8,400,784
6pRc6PMEdagNazROxXfFPF,144.7532,2.18848,133.14322,-20.123,142.848,0.129,3,0.19,7,0.515,1,0.836,103,310,8,220,620
3qsfrJXy7976kXYUwe6KKF,167.26666,0.42259,158.7258,-10.218,169.762,0.062,3,0.181,7,0.976,1,0.87,152,460,10,559,920
2SGZrPUKCtLdQ9Xn3nfr5h,120.94667,0.11388,103.43329,-23.372,130.768,0.288,4,0.039,0,0.62,1,0.679,59,237,6,331,474
4hVPHHCINV9iy7GPBBX45V,126.93333,0.0,116.07655,-18.838,156.83,0.709,4,0.347,9,1.0,0,1.0,77,310,6,485,620
19eQWCG7R2ue0tdkXoW1zN,300.7913,2.05497,287.8694,-13.009,179.655,0.101,4,1.0,4,0.588,0,0.445,222,890,12,1318,1780
4Timherg7SPwDQo0JjQe5O,113.01333,0.2083,100.89651,-26.262,114.918,0.0,5,0.814,9,0.57,0,0.647,42,173,4,244,346
6RVorBv9rg0kTfh1ASaDqi,173.89424,0.32485,162.30748,-18.79,140.008,0.343,4,1.0,7,0.398,1,0.47,97,388,11,461,776
2QVrc3CZRrtkNN49FORlrF,242.12898,0.10408,225.36127,-24.915,93.072,0.07,4,0.588,2,0.748,1,0.843,112,451,10,540,902
18UstSCaLtS38OpBEytBWR,290.29333,0.0,274.3728,-19.261,113.061,0.275,3,0.939,11,0.386,1,0.506,162,490,14,732,980
2hOVhSsKI2I6VQpNsuIcH7,272.00327,0.1849,255.6517,-13.223,135.005,0.833,4,1.0,3,0.22,0,0.327,150,609,10,1083,1218
6MXNPESuqvHqIqNhZwauJL,163.22667,0.52848,151.6263,-21.79,76.693,0.139,3,0.138,4,0.218,1,0.49,66,199,6,347,398
6I9hpKoGkfZKLcvdgFGuFx,350.22668,0.31746,329.60727,-17.882,86.871,0.047,4,0.404,11,0.659,0,0.684,151,605,18,933,1210
0YHXwRM3DqRuhgSzwSjxF1,157.74667,0.58599,147.33061,-14.128,96.869,0.145,4,0.533,5,1.0,1,0.936,60,238,6,399,476
5XrtgOxGZoczbEdIjCHNJp,243.74667,0.09683,231.18367,-21.687,116.916,0.443,4,0.933,6,1.0,1,1.0,111,444,13,502,888
6t6m2MhF3ucdmBiTZ29iL1,272.94666,0.3649,251.04254,-15.125,127.395,0.407,4,1.0,2,0.751,1,0.733,141,563,11,747,1126
2PE3i0xQwOkKV0zIXU7Kzw,139.76091,0.53968,129.20744,-25.685,67.438,0.07,3,0.42,0,0.655,1,0.558,47,145,7,198,290
6TsGWVS5Rqhq018gkSI31E,158.22667,0.22122,142.00163,-24.558,103.85,0.199,4,0.812,0,0.751,1,0.764,63,251,8,364,502
6G2UmQP4t8jUYLivdJjkt2,124.66898,0.86961,113.02893,-21.933,69.683,0.038,4,0.474,8,0.838,1,0.734,33,137,5,398,274
0ovWl3roso9gtJZTYsSKdH,303.46667,0.5283,282.314,-18.785,120.776,0.372,4,0.528,9,0.902,1,0.897,148,588,12,680,1176
7zAsJyqsVu5Hf0jh0LMs5E,187.36,0.83968,173.69107,-10.469,131.23,0.089,4,0.639,8,0.186,1,0.47,98,389,8,595,778
0jgHjKLA0l0S8fv2Hd3sEc,240.32,0.10295,229.477,-21.175,111.751,0.102,4,0.555,0,0.891,1,0.836,104,416,13,747,832
3Gf3wgjR7EIZUkrgEdmUNZ,228.66667,4.67302,222.0118,-10.37,114.327,0.0,3,0.681,4,0.518,0,0.666,121,365,11,825,730
3ljuI1tsU8bD8ud2TyJIBF,241.28,0.39519,226.77188,-14.644,97.577,0.0,3,0.693,2,0.498,1,0.672,148,448,10,435,896
2f4OesxZLFdr4ad5vvLCiN,254.53333,0.1566,243.69342,-19.123,145.913,0.362,3,0.753,2,0.711,1,0.868,196,589,12,397,1178
5PZJudfoulgfL3o1hAulG5,279.22668,2.85605,270.52988,-12.839,83.259,0.037,3,0.537,4,0.744,0,0.753,128,385,12,813,770
3kETF7f8Em11eLtpPkPqHj,296.33334,0.0,286.52264,-15.765,102.329,0.561,4,0.781,7,0.665,0,0.642,122,495,13,960,990
5xJOh327HCpS71cAmbr9Rk,287.74667,0.0,272.1669,-21.899,178.432,0.347,3,0.293,0,0.494,0,0.543,276,830,18,698,1660
27szccvsWzjoXNzujeQakZ,405.2908,2.47293,405.2908,-16.71,113.995,0.157,4,0.299,9,0.54,1,0.44,172,688,20,1319,1376
21qGoi3TBMV6J7gE5QQ42M,328.14667,2.86766,298.63763,-18.694,131.972,0.345,4,1.0,11,0.615,0,0.658,178,707,11,963,1414
6rTlXDgss9Nolqg8SKUaRq,337.94666,0.0,329.1777,-9.379,113.702,0.078,4,0.93,2,0.789,1,0.778,136,547,19,1013,1094
3r8Mgef6iL58ME1Srfm3cR,212.58667,0.1858,207.122,-6.662,76.668,0.052,4,0.742,4,0.425,0,0.435,66,263,7,745,526
3joHCBIXxGN7bi5XN5Jf16,202.43156,0.74821,186.8742,-18.586,209.209,0.108,4,0.942,2,0.553,1,0.709,166,668,7,400,1336
6mq3ql6T39tUKXaZu91kCj,235.28,0.28444,227.67166,-14.123,80.053,0.306,4,1.0,2,0.858,0,0.756,75,305,9,760,610
5imfvpJiuYGtqT7gooGbAB,168.85333,0.0,155.17316,-22.39,139.996,0.568,4,0.274,9,0.933,0,0.988,93,376,8,479,752
1T5awbD4INqH25w3UDngQT,244.36,0.40027,217.5826,-13.02,130.042,0.513,4,0.912,4,0.954,1,0.738,129,517,8,677,1034
7EhVElvJ9OiGwEeB6Ge6Th,437.97333,0.40585,423.20688,-18.92,127.837,0.118,3,0.341,4,0.529,1,0.744,305,912,18,964,1824
0Zs6VwIRLZr1Lu958SwTfL,217.3113,2.4381,209.46721,-13.448,159.998,0.331,4,1.0,0,0.641,0,0.786,142,570,10,960,1140
4rx4nJP53yvzop8LK9VON1,138.36,0.15365,123.62304,-24.781,134.111,0.294,4,0.905,0,0.467,1,0.647,72,289,6,424,578
4el8KbyBzSPic1tQLdY56n,222.78667,0.16875,208.35265,-22.671,81.723,0.014,4,0.617,9,1.0,0,1.0,70,277,8,518,554
35KIp08jokOTE7feUAIiBH,258.0,0.0,252.36028,-8.95,79.989,0.338,4,1.0,0,0.725,0,0.583,87,343,13,1138,686
355IHfa2EgKtvKer30aWoA,187.0,0.45882,178.75302,-9.278,103.505,0.227,3,1.0,9,0.169,0,0.3,103,314,12,539,628
2vHzTlwAX8RACAZs7bNnvj,221.54668,0.24844,215.87592,-11.792,187.071,0.319,3,0.914,0,0.374,0,0.596,222,666,10,704,1332
6vb1E9HQ9V0vqxUaiGmgej,220.14667,1.13079,212.20135,-12.606,86.687,0.03,4,0.621,9,0.098,1,0.301,75,304,11,804,608
3lLueaPbAD90JeqRVRQd2c,276.36,0.38308,265.61887,-6.617,146.34,0.166,4,0.955,0,0.464,1,0.606,162,651,12,767,1302
6Rkb9ZW2YEvLLqKRmbk6nA,407.6,2.95474,392.5972,-19.941,96.485,0.06,4,0.096,4,0.247,0,0.306,162,649,19,1538,1298
5BKgSFTF0amkoTpSohDwll,96.64,0.62381,85.6468,-32.399,69.418,0.018,4,0.458,7,0.614,1,0.703,24,98,4,129,196
5Wvsg0WKBqKGgEMp0tBl2q,174.76498,0.23243,174.76498,-4.885,100.037,0.204,3,0.978,6,0.247,0,0.295,96,289,6,710,578
4b7rOHDDTtjrUyZV2oIvz1,174.15909,2.18268,163.57878,-13.656,58.021,0.162,4,0.893,6,0.504,0,1.0,79,318,9,602,636
3gGkzrGSU1vyFWDuegFo6w,231.13333,3.01859,214.33179,-13.178,74.323,0.127,4,0.098,5,0.359,1,0.471,70,277,10,727,554
2dPH8BpFW1BlKzlE5XmFBV,229.52,0.44816,219.75946,-8.182,108.515,0.088,3,0.801,7,0.51,0,0.9,135,406,13,732,812
7DgcfQmHCGX0v0L8WKmV32,262.94666,0.23243,250.22404,-16.162,36.257,0.0,4,0.577,9,0.787,1,0.718,38,158,6,903,316
06RXbcNYwilP0xeYrRyrUP,212.37334,2.5542,193.66023,-10.932,98.484,0.057,4,0.967,9,0.661,1,0.559,84,333,9,631,666
3aaYe3kt7iDuzdilgUNSgp,106.32,0.66694,92.1658,-31.246,69.883,0.352,4,0.982,0,0.212,1,0.623,27,115,6,181,230
4AmxWPMXemKYolpTknLeLr,232.21333,0.3946,221.69252,-6.817,84.357,0.092,4,0.151,5,0.603,1,0.634,85,334,7,666,668
2y9zrohlKF6eZnVgrGcToP,234.94667,0.441,224.6937,-7.436,145.089,0.012,4,1.0,0,0.79,1,0.769,140,557,13,679,1114
68paedB3cbLw6xivfK7Icd,221.88,2.30458,196.28407,-12.652,74.384,0.044,3,0.204,4,0.438,0,0.534,98,296,7,682,592
7oONS5KyagKsvkl6oGvGxo,157.36,0.30889,146.9649,-14.066,62.766,0.035,4,0.975,8,0.57,1,0.628,41,163,6,518,326
1loobPI3C7OJRq928jJ20A,223.14667,0.39265,214.77296,-9.074,66.026,0.086,4,0.797,10,0.954,1,0.789,60,238,10,546,476
0qZ6DOVskjk55p2vP5P7Jd,270.66666,1.10281,263.5755,-19.959,91.421,0.107,4,0.05,11,0.0,0,0.198,99,401,10,956,802
37xSKAU8Fuizs4DLanc4Z8,168.01888,0.0,162.00562,-1.188,126.111,0.876,4,0.991,7,0.058,0,0.267,88,349,8,705,698
5qPtQv8XEJbuSxxM3INxLi,280.76,0.34531,269.89133,-8.223,86.382,0.124,3,0.503,10,0.703,1,0.668,130,393,13,845,786
5u1lnt4sTARI7o6WvDlym4,121.88136,3.47138,114.82268,-11.054,84.616,0.0,3,0.079,5,0.201,1,0.571,52,161,7,384,322
73Qw33wmrc3r4kSRBXHGSX,164.33333,0.16381,148.4974,-13.701,80.526,0.125,4,0.99,2,0.647,1,0.7,51,208,9,548,416
548fnL6dPKkGu4mJN5Gv4N,267.7493,0.0,267.7493,-2.578,116.289,0.553,4,0.969,6,0.498,1,0.36,131,521,14,1021,1042
